Nom_usuel,Service_AI,Sous-servi,Equipe_AIO,Code_posta,Adresse_si,Commune_si,NOM_COMM,insee,Code_AIOT,latitude,longitude,result_lab,result_sco,result_s_1,result_typ,result_id,result_hou,result_nam,result_str,result_pos,result_cit,result_con,result_c_1,result_old,result_o_1,result_dis,result_sta,Distance,Statut_IED,Statut_Sev,nb_points,groupe_id,X,Y
RHONEA - VACQUEYRAS,DDPP 84,SSPAE 84,SSPAE,"84190",route de Vaison la Romaine,VACQUEYRAS,VACQUEYRAS,"84136","6405549",44.140728000000003,4.985893000000000,Route de Vaison 84190 Vacqueyras,"0.47295088154269965",,street,84136_0025,,Route de Vaison,Route de Vaison,"84190",Vacqueyras,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84136",,,,ok,62.185392707247637,Non,Non Seveso,"1","249",858870.925656973384321,6339967.022169414907694
CARRIERE COPAT SAS  (VAISON),DREAL PACA,UD 84,"UnitA(c) carriA""res","84110",Les Roussillons,VAISON-LA-ROMAINE,VAISON-LA-ROMAINE,"84137","6401280",44.237651000000000,5.066172000000000,Impasse des Roussillons 84110 Vaison-la-Romaine,"0.5202534449760765",,street,84137_0792,,Impasse des Roussillons,Impasse des Roussillons,"84110",Vaison-la-Romaine,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84137",,,,ok,738.540203484150197,Non,Non Seveso,"1","340",865010.052903344854712,6350896.342340729199350
LA PROVENCALE,DREAL PACA,UD 84,UnitA(c) risques chroniques,"84110",ZA de l'OUVEZE,VAISON-LA-ROMAINE,VAISON-LA-ROMAINE,"84137","6408755",44.239852999999997,5.074237000000000,"Rue de l'OuvA""ze 84110 Vaison-la-Romaine","0.6008277195685671",,street,84137_0660,,"Rue de l'OuvA""ze","Rue de l'OuvA""ze","84110",Vaison-la-Romaine,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84137",,,,ok,1077.977860223188372,Non,Non Seveso,"1","347",865647.572062370134518,6351157.782222559675574
SCA LA ROMAINE,DDPP 84,SSPAE 84,SSPAE,"84110",Chemin Sommelongue,VAISON-LA-ROMAINE,VAISON-LA-ROMAINE,"84137","6401087",44.252626999999997,5.072019000000000,Chemin de Saumelongue 84110 Vaison-la-Romaine,"0.5836159565807327","0.5544807042253521",street,84137_0812,,Chemin de Saumelongue,Chemin de Saumelongue,"84110",Vaison-la-Romaine,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84137",,,,ok,801.771357428628221,Non,Non Seveso,"1","345",865433.249045911361463,6352571.803435650654137
CBA_traitement matA(c)riaux,DREAL PACA,UD 04-05,PA'le Territorial 05,"05300",le Virail et Grande Contine Ribiers,VAL BUECH-MEOUGE,VAL BUECH-MEOUGE,"05118","6409618",44.204664000000001,5.898200000000000,Grande Contine (Ribiers) 05300 Val BuA<<ch-MA(c)ouge,"0.4854045454545454","0.43375165289256196",locality,05118_B030,,Grande Contine (Ribiers),,"05300",Val BuA<<ch-MA(c)ouge,"05, Hautes-Alpes, Provence-Alpes-CA'te d'Azur","05118","05118",Ribiers,,ok,263.785692740318723,Non,Non Seveso,"1","838",931566.972685543354601,6349322.667087358422577
OVINALP,DREAL PACA,SPR,UnitA(c) ICPE,"05300",Le Plan,VAL BUECH-MEOUGE,VAL BUECH-MEOUGE,"05118","6402014",44.273890999999999,5.813360000000000,Route du Plan 05300 Val BuA<<ch-MA(c)ouge,"0.550849090909091","0.45699545454545454",street,05118_0695,,Route du Plan,Route du Plan,"05300",Val BuA<<ch-MA(c)ouge,"05, Hautes-Alpes, Provence-Alpes-CA'te d'Azur","05118","05034",ChAC/teauneuf-de-Chabre,,ok,9233.805451713278671,Non,Non Seveso,"2","786",924517.180892707314342,6356763.600539940409362
OVINALP FERTILISATION,DDCSPP 05,SPAEA 05,SPAEA,"05300",Le Plan,VAL BUECH-MEOUGE,VAL BUECH-MEOUGE,"05118","6411394",44.273890999999999,5.813360000000000,Route du Plan 05300 Val BuA<<ch-MA(c)ouge,"0.4394854545454545","0.39685672963400237",street,05118_0695,,Route du Plan,Route du Plan,"05300",Val BuA<<ch-MA(c)ouge,"05, Hautes-Alpes, Provence-Alpes-CA'te d'Azur","05118","05034",ChAC/teauneuf-de-Chabre,,ok,9251.168922623010076,Non,Non Seveso,"2","786",924517.180892707314342,6356763.600539940409362
MARTINEZ Eric,DDCSPP 04,SPAAE 04,SPAAE,"04530",Le Village,VAL D'ORONAYE,VAL D'ORONAYE,"04120","6412424",44.451582000000002,6.844721000000000,Rue Etienne Vinay 04530 Val d'Oronaye,"0.44941749216300936","0.4233925644504748",street,04120_0023,,Rue Etienne Vinay,Rue Etienne Vinay,"04530",Val d'Oronaye,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04120","04100",Larche,,ok,3195.283410139173156,Non,Non Seveso,"1","1164",1005806.752643442596309,6379949.849620530381799
station de transit mairie de MEYRONNES,DREAL PACA,UD 04-05,PA'le Territorial 04,"04530",Lieu-dit Chasalet,VAL D ORONAYE,VAL D'ORONAYE,"04120","6411973",44.481628000000001,6.808242000000000,Impasse de Chasalet 04530 Val d'Oronaye,"0.35613917450365723",,street,04120_0006,,Impasse de Chasalet,Impasse de Chasalet,"04530",Val d'Oronaye,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04120","04120",Meyronnes,,ok,48.381198275383994,Non,Non Seveso,"1","1162",1002746.586563590331934,6383143.054692016914487
BETON VICAT,DREAL PACA,UD 06,PA'le ERASO,"06560",ZAC DES CLAUSONNES lieu dit chemin des Clausonnes,VALBONNE,VALBONNE,"06152","6412461",43.602947000000000,7.053667000000000,Chemin des Clausonnes 06560 Valbonne,"0.4460852413019079",,street,06152_0075,,Chemin des Clausonnes,Chemin des Clausonnes,"06560",Valbonne,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06152",,,,ok,3363.735285442693112,Non,Non Seveso,"1","1232",1027250.527873505372554,6286612.152959478087723
UNIVALOM,DREAL PACA,UD 06,PA'le DACEN,"06560",461 CHEMIN DE LA VERRIERE,VALBONNE,VALBONNE,"06152","100001962",43.641047000000000,7.035099000000000,461 Chemin de la Verriere 06560 Valbonne,"0.7118874747474746",,housenumber,06152_0356_00461,"461",461 Chemin de la Verriere,Chemin de la Verriere,"06560",Valbonne,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06152",,,,ok,76.072737899012651,Non,Non Seveso,"1","1226",1025536.561503363773227,6290764.229414933361113
"ISDI  La CioussiniA""re",DREAL PACA,UD 06,PA'le DACEN,"06420","Lieu dit: La CioussiniA""re parcelles E 0973  F0001  F0816",VALDEBLORE,VALDEBLORE,"06153","6410468",44.071427999999997,7.209135000000000,La Cioussiniere 06420 Valdeblore,"0.32415060606060603",,street,06153_587qgl,,La Cioussiniere,La Cioussiniere,"06420",Valdeblore,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06153",,,,ok,4879.441679540100267,Non,Non Seveso,"1","1291",1037015.985750209307298,6339254.037255352362990
CAR PERASSO Ile du Chat 2,DREAL PACA,UD 04-05,PA'le Territorial 04,"04210",Ile du Chat,VALENSOLE,VALENSOLE,"04230","6412928",43.867356000000001,5.897498000000000,Rue du ChAC/teau 04210 Valensole,"0.3902658008658008","0.37752005347593587",street,04230_215631,,Rue du ChAC/teau,Rue du ChAC/teau,"04210",Valensole,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04230",,,,ok,8871.572249803204613,Non,Non Seveso,"1","837",932885.852624195627868,6311867.503765477798879
ISDND CSDU 04,DREAL PACA,UD 04-05,PA'le Territorial 04,"04210",CD6  Vallon des Serraires,VALENSOLE,VALENSOLE,"04230","6406645",43.842601000000002,5.992369000000000,Chemin du Vallon de LevA(c)s 04210 Valensole,"0.42113792207792206","0.3863024242424242",street,04230_0363,,Chemin du Vallon de LevA(c)s,Chemin du Vallon de LevA(c)s,"04210",Valensole,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04230",,,,ok,11199.901646110778529,Oui,Non Seveso,"1","884",940611.718986083869822,6309403.042256333865225
CARRIERE PERASSO Clarency,DREAL PACA,UD 04-05,PA'le Risque,"04210",Les Grandes Marques Clarency,VALENSOLE,VALENSOLE,"04230","6401171",43.838963000000000,5.986712000000000,Impasse des Grandes Aires 04210 Valensole,"0.38075147186147185","0.350420303030303",street,04230_0174,,Impasse des Grandes Aires,Impasse des Grandes Aires,"04210",Valensole,"04, Alpes-de-Haute-Provence, Provence-Alpes-CA'te d'Azur","04230",,,,ok,10930.850214271236837,Non,Non Seveso,"1","883",940172.353045199532062,6308981.845199357718229
ANIMAL RESPECT,DDPP 06,SA,SA,"06220",Chemin Saint Bernard,VALLAURIS,VALLAURIS,"06155","6411620",43.592284999999997,7.056252000000000,Chemin Saint Bernard 06220 Vallauris,"0.6326827272727272","0.49924363636363633",street,06155_0870,,Chemin Saint Bernard,Chemin Saint Bernard,"06220",Vallauris,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06155",,,,ok,591.292261388334850,Non,Non Seveso,"1","1235",1027519.874991297023371,6285439.453141148202121
DA(c)chetterie de Vallauris (UNIVALOM),DREAL PACA,UD 06,PA'le DACEN,"06220","site des TuiliA""res",VALLAURIS,VALLAURIS,"06155","6410933",43.592109000000001,7.053799000000000,"Chemin des TuiliA""res 06220 Vallauris","0.42672400236127506",,street,06155_0973,,"Chemin des TuiliA""res","Chemin des TuiliA""res","06220",Vallauris,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06155",,,,ok,507.572277637685886,Non,Non Seveso,"1","1233",1027322.986701668240130,6285409.746659391559660
IPERTI Jean,DREAL PACA,UD 06,PA'le ERASO,"06220",353 montA(c)e des Impiniers La voie Romaine,VALLAURIS,VALLAURIS,"06155","6413563",43.586030999999998,7.046187000000000,Montee des Impiniers 06220 Vallauris,"0.4945091407222913",,street,06155_0472,,Montee des Impiniers,Montee des Impiniers,"06220",Vallauris,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06155",,,,ok,551.370551335340224,Non,Non Seveso,"1","1228",1026743.495779234217480,6284703.593215235508978
RODRIGUEZ YACHTS Shipyard chantier naval,DREAL PACA,UD 06,PA'le ERASO,"06220","Port Camille Rayon 100 avenue des FrA""res Roustan",VALLAURIS,VALLAURIS,"06155","6412523",43.566350000000000,7.075635000000000,Avenue des Freres Roustan 06220 Vallauris,"0.3913048760330578",,street,06155_0350,,Avenue des Freres Roustan,Avenue des Freres Roustan,"06220",Vallauris,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06155",,,,ok,1662.148028882897052,Non,Non Seveso,"1","1240",1029232.269961437908933,6282641.416090698912740
VALERIO & COMPAGNIE (ex SCA),DREAL PACA,UD 06,PA'le DACEN,"06220",2315 chemin de St Bernard,VALLAURIS,VALLAURIS,"06155","6406997",43.597391000000002,7.057401000000000,2315 Chemin Saint Bernard 06220 Vallauris,"0.5008645454545454","0.3518234889434889",housenumber,06155_0870_02315,"2315",2315 Chemin Saint Bernard,Chemin Saint Bernard,"06220",Vallauris,"06, Alpes-Maritimes, Provence-Alpes-CA'te d'Azur","06155",,,,ok,235.688190198953748,Non,Non Seveso,"1","1236",1027583.421984800952487,6286010.954900532960892
DISTILLERIE BIOLANDES,DREAL PACA,UD 84,UnitA(c) risques accidentels,"84600",lieu dit La Coronne Rte de Beaume de Transit,VALREAS,VALREAS,"84138","6400371",44.372264999999999,4.965468000000000,Route de Baume-de-transit 84600 ValrA(c)as,"0.4031466115702479","0.3632196424923391",street,84138_0180,,Route de Baume-de-transit,Route de Baume-de-transit,"84600",ValrA(c)as,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84138",,,,ok,1607.135176905922890,Non,Non Seveso,"2","234",856597.058783522457816,6365641.251015190035105
Centre de Transit de ValrA(c)as,DREAL PACA,UD 84,UnitA(c) dA(c)chets,"84600",Lieu-dit Le Bas Plan,VALREAS,VALREAS,"84138","6405075",44.372264999999999,4.965468000000000,Route de Baume-de-transit 84600 ValrA(c)as,"0.41733393939393937","0.38228872200263503",street,84138_0180,,Route de Baume-de-transit,Route de Baume-de-transit,"84600",ValrA(c)as,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84138",,,,ok,510.714177805588122,Non,Non Seveso,"2","234",856597.058783522457816,6365641.251015190035105
Casse-auto FERT DEMOLITION,DREAL PACA,UD 84,UnitA(c) risques accidentels,"84600",Quartier Les Plans Chemin de l'Oulle,VALREAS,VALREAS,"84138","6400394",44.370784999999998,4.964186000000000,Chemin de laEUR(tm)Oulle 84600 ValrA(c)as,"0.38205514412416847",,street,84138_1215,,Chemin de laEUR(tm)Oulle,Chemin de laEUR(tm)Oulle,"84600",ValrA(c)as,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84138",,,,ok,132.191569203078075,Non,Non Seveso,"1","233",856499.026931281667203,6365474.345819101668894
FL Industrie,DREAL PACA,UD 84,UnitA(c) dA(c)chets,"84600",Chemin Les Plans,VALREAS,VALREAS,"84138","6409760",44.366197000000000,4.960229000000000,Chemin des Plans 84600 ValrA(c)as,"0.5400945454545455","0.42256218855218847",street,84138_1450,,Chemin des Plans,Chemin des Plans,"84600",ValrA(c)as,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84138",,,,ok,484.624564742374389,Non,Non Seveso,"1","227",856196.464290024829097,6364956.982709815725684
MMP PACKETIS  SAS  (ex Packart),DREAL PACA,UD 84,UnitA(c) risques chroniques,"84600","89 Route de Richerenches ZI Les MoliA""res",VALREAS,VALREAS,"84138","6401752",44.381777999999997,4.967679000000000,89 Route de Richerenches 84600 ValrA(c)as,"0.4411675966562173","0.3855825296442688",housenumber,84138_fbgeyk_00089,"89",89 Route de Richerenches,Route de Richerenches,"84600",ValrA(c)as,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84138",,,,ok,221.674865019864910,Non,Non Seveso,"1","236",856746.849996387725696,6366702.114698788151145
PANCALLO DEMO 4X4,DREAL PACA,UD 84,UnitA(c) risques accidentels,"84600",Route de Richerenches RD 18,VALREAS,VALREAS,"84138","6412300",44.372655000000002,4.937447000000000,Route de Richerenches Rd 18 84600 ValrA(c)as,"0.6079145454545454",,street,84138_1580,,Route de Richerenches Rd 18,Route de Richerenches Rd 18,"84600",ValrA(c)as,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84138",,,,ok,2749.477210443447348,Non,Non Seveso,"2","204",854363.896818873588927,6365629.388646887615323
SCA LA GAILLARDE,DDPP 84,SSPAE 84,SSPAE,"84600",Route de Taulignan BP NAdeg 95,VALREAS,VALREAS,"84138","6401102",44.403908999999999,4.983606000000000,Route de Taulignan 84600 ValrA(c)as,"0.48680188811188807",,street,84138_1870,,Route de Taulignan,Route de Taulignan,"84600",ValrA(c)as,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84138",,,,ok,1812.998728669989532,Non,Non Seveso,"1","247",857953.587609570473433,6369191.610611708834767
WKW FRANCE (ex.SILVATRIM),DREAL PACA,UD 84,UnitA(c) risques chroniques,"84600","Route de Richerenches RD 18 ZI Les MoliA""res BP 24",VALREAS,VALREAS,"84138","6400419",44.372655000000002,4.937447000000000,Route de Richerenches Rd 18 84600 ValrA(c)as,"0.4349896442687747",,street,84138_1580,,Route de Richerenches Rd 18,Route de Richerenches Rd 18,"84600",ValrA(c)as,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84138",,,,ok,2801.766508241187694,Non,Non Seveso,"2","204",854363.896818873588927,6365629.388646887615323
ISDI VARS Le Saix,DREAL PACA,UD 04-05,PA'le Territorial 05,"05560",Le Saix parcelles B 860/ 866/ 867/ 868/ 869/ 870/ 871/ 872/ 873/ 874/ 875/ 876/ 1108,VARS,VARS,"05177","6412488",44.569844000000003,6.684327000000000,AllA(c)e Aicardi 05560 Vars,"0.16987701298701297","0.16980492163009403",street,05177_9182pb,,AllA(c)e Aicardi,AllA(c)e Aicardi,"05560",Vars,"05, Hautes-Alpes, Provence-Alpes-CA'te d'Azur","05177",,,,ok,3367.588352761803890,Non,Non Seveso,"1","1121",992445.832900108536705,6392464.339689080603421
ISDI Commune de Vars,DREAL PACA,UD 04-05,PA'le Territorial 05,"05560",Pisse Vache,VARS,VARS,"05177","6412364",44.555275999999999,6.696177000000000,Route du Col de Vars 05560 Vars,"0.3681255023923445","0.33442927899686514",street,05177_22av6v,,Route du Col de Vars,Route du Col de Vars,"05560",Vars,"05, Hautes-Alpes, Provence-Alpes-CA'te d'Azur","05177",,,,ok,4134.003571673030820,Non,Non Seveso,"1","1131",993461.469156384235248,6390891.833915675990283
SEM SEDEV VARS,DREAL PACA,UD 04-05,PA'le Territorial 05,"05560",Mairie,VARS,VARS,"05177","6412366",44.593910999999999,6.689717000000000,Place de la Mairie 05560 Vars,"0.3782088394584139",,street,05177_0086,,Place de la Mairie,Place de la Mairie,"05560",Vars,"05, Hautes-Alpes, Provence-Alpes-CA'te d'Azur","05177",,,,ok,2355.936031252259454,Non,Non Seveso,"1","1124",992748.481588523602113,6395154.778292290866375
CARRIERE BERGIER FRERES,DREAL PACA,UD 84,"UnitA(c) carriA""res","84160","2645 Route de Cadenet Campagne BessiA""res CarriA""res des Garrigues",VAUGINES,VAUGINES,"84140","6401260",43.753312000000001,5.403822000000000,2645 Route de Cadenet 84160 Vaugines,"0.3309527946127946","0.26940381970970206",housenumber,84140_0010_02645,"2645",2645 Route de Cadenet,Route de Cadenet,"84160",Vaugines,"84, Vaucluse, Provence-Alpes-CA'te d'Azur","84140",,,,ok,481.655338783536081,Non,Non Seveso,"1","604",893605.998694037087262,6297868.227478317916393
PPA AUCHAN AVIGNON NORD MODAPAUTO,DREAL PACA,UD 84,UnitA(c) risques accidentels,"84270",533 avenue Louis Braille CS 70026 LE PONTET     84275 VEDENE Cedex,VEDENE,VEDENE,"84141","6401155",43.969555999999997,4.885591000000000,"Route du Pontet 84270 VedA""ne","0.21868268143621084",,street,84141_0414,,Route du Pontet,Route du Pontet,"84270","VedA""ne","84, Vaucluse, Provence-Alpes-CA'te d'Azur","84141",,,,ok,1267.993220460884459,Non,Non Seveso,"2","155",851302.473460725275800,6320757.014756403863430
Casse-auto AMC,DREAL PACA,UD 84,UnitA(c) risques accidentels,"84270",572  route de RA(c)alpanier B.P. 20043,VEDENE,VEDENE,"84141","6400374",43.953929000000002,4.895775000000000,"572 Route de Realpanier 84270 VedA""ne","0.538257300275482",,housenumber,84141_0453_00572,"572",572 Route de Realpanier,Route de Realpanier,"84270","VedA""ne","84, Vaucluse, Provence-Alpes-CA'te d'Azur","84141",,,,ok,174.310345546174375,Non,Non Seveso,"1","173",852161.179549370543100,6319040.692321084439754
CALCAIRES REGIONAUX,DREAL PACA,UD 84,"UnitA(c) carriA""res","84270",Chemin du Bac de Bompas,VEDENE,VEDENE,"84141","6409785",43.971044999999997,4.895372000000000,"Chemin du Bac de Bompas 84270 VedA""ne","0.572704083457526",,street,84141_0033,,Chemin du Bac de Bompas,Chemin du Bac de Bompas,"84270","VedA""ne","84, Vaucluse, Provence-Alpes-CA'te d'Azur","84141",,,,ok,,,,"1","172",852083.193340336787514,6320941.206340821459889
DREYER SAS,DREAL PACA,UD 84,UnitA(c) risques chroniques,"84270",610 avenue VIDIER,VEDENE,VEDENE,"84141","6413187",43.973151999999999,4.891057000000000,"610 Avenue Maurice Et Marguerite Vidier 84270 VedA""ne","0.478313608815427","0.4497374825174825",housenumber,84141_qv1ls6_00610,"610",610 Avenue Maurice Et Marguerite Vidier,Avenue Maurice Et Marguerite Vidier,"84270","VedA""ne","84, Vaucluse, Provence-Alpes-CA'te d'Azur","84141",,,,ok,100.320576536462269,Non,Non Seveso,"1","163",851731.421032847720198,6321166.955153795890510
EDILTECO,DREAL PACA,UD 84,UnitA(c) risques chroniques,"84270",840 rue de la Verdette CS 50015 LE PONTET  84275 VEDENE Cedex,VEDENE,VEDENE,"84141","6405204",43.969555999999997,4.885591000000000,"Route du Pontet 84270 VedA""ne","0.2680067588932806",,street,84141_0414,,Route du Pontet,Route du Pontet,"84270","VedA""ne","84, Vaucluse, Provence-Alpes-CA'te d'Azur","84141",,,,ok,2383.616965927133151,Non,Non Seveso,"2","155",851302.473460725275800,6320757.014756403863430
EVIALIS France (ex SFNA),DREAL PACA,UD 84,UnitA(c) risques chroniques,"84270",630  Chemin de la DA(c)cluny,VEDENE,VEDENE,"84141","6400383",43.958554999999997,4.906318000000000,"630 Chemin de la Decluny 84270 VedA""ne","0.5482892307692308",,housenumber,84141_0093_00630,"630",630 Chemin de la Decluny,Chemin de la Decluny,"84270","VedA""ne","84, Vaucluse, Provence-Alpes-CA'te d'Azur","84141",,,,ok,103.994994745540438,Non,Non Seveso,"1","182",852994.823426062474027,6319574.933697613887489
JO-PRO-CHIM,DREAL PACA,UD 84,UnitA(c) risques accidentels,"84270",AllA(c)e LA(c)on Foucault Zone d'activitA(c) de Chalanon 1   BP 77,VEDENE,VEDENE,"84141","6407057",43.960079000000000,4.900434000000000,"AllA(c)e Leon Foucault 84270 VedA""ne","0.37901534759358285",,street,84141_0158,,AllA(c)e Leon Foucault,AllA(c)e Leon Foucault,"84270","VedA""ne","84, Vaucluse, Provence-Alpes-CA'te d'Azur","84141",,,,ok,87.410309995931058,Non,Non Seveso,"1","180",852518.609045627526939,6319732.840663011185825
ONYX LANGUEDOC ROUSSILLON (ex Prov rA(c)cup,DREAL PACA,UD 84,UnitA(c) dA(c)chets,"84270",393  Chemin de Capeau,VEDENE,VEDENE,"84141","6406047",43.968510999999999,4.892266000000000,"393 Chemin de Capeau 84270 VedA""ne","0.426331282051282",,housenumber,84141_0060_00393,"393",393 Chemin de Capeau,Chemin de Capeau,"84270","VedA""ne","84, Vaucluse, Provence-Alpes-CA'te d'Azur","84141",,,,ok,41.752549455998583,Non,Non Seveso,"1","167",851840.764806574559771,6320653.746540132910013
"SCV (VedA""ne)",DREAL PACA,UD 84,"UnitA(c) carriA""res","84270",quartier la France,VEDENE,VEDENE,"84141","6408055",43.986370999999998,4.903354000000000,"AllA(c)e de la Garance 84270 VedA""ne","0.458170404040404","0.44811038961038957",street,84141_0175,,AllA(c)e de la Garance,AllA(c)e de la Garance,"84270","VedA""ne","84, Vaucluse, Provence-Alpes-CA'te d'Azur","84141",,,,ok,3412.841131979209422,Non,Non Seveso,"1","181",852682.494800068088807,6322659.044586833566427
SUEZ RV ENERGIE (NOVERGIE),DREAL PACA,UD 84,UnitA(c) dA(c)chets,"84270",649 avenue Vidier,VEDENE,VEDENE,"84141","6400414",43.972499999999997,4.892853000000000,"649 Av Maurice et Marguerite Vidier 84270 VedA""ne","0.42894248803827745","0.4221297607655502",housenumber,84141_0560_00649,"649",649 Av Maurice et Marguerite Vidier,Av Maurice et Marguerite Vidier,"84270","VedA""ne","84, Vaucluse, Provence-Alpes-CA'te d'Azur","84141",,,,ok,317.985594531152174,Oui,Non Seveso,"1","169",851877.234325673663989,6321097.982418218627572
